2829,1642,0
4039,4169,0
1715,4142,0
5481,3178,0
1426,2269,0
4106,4106,0
1426,2269,0
568,5293,0
1519,3367,0
4047,1555,0
104,1122,0
389,3433,0
104,1122,0
2530,1145,0
4040,4595,0
2682,3799,0
2597,785,0
4849,168,0
212,3799,0
2829,1642,0
4732,360,0
104,1122,0
3157,2487,0
2884,3799,0
2812,2335,0
157,5230,0
4903,5066,0
4994,1102,0
4603,4948,0
2397,4324,0
2071,3739,0
1428,3448,0
2914,1499,0
2310,439,0
1200,688,0
1276,3495,0
5086,1656,0
1439,81,0
4692,3719,0
4930,2004,0
2445,131,0
4778,5465,0
1472,4948,0
3334,1233,0
2992,2097,0
1261,2051,0
4590,3970,0
1337,2790,0
1495,1536,0
3713,5179,0
2580,4813,0
1620,3772,0
2880,4948,0
4531,3554,0
3888,2375,0
2880,4948,0
3862,1367,0
1704,3369,0
4293,3679,0
3794,1598,0
5259,66,0
4369,1947,0
3738,4522,0
3252,2627,0
5141,923,0
2685,1904,0
3168,4308,0
3313,5198,0
3946,3050,0
1745,2780,0
2961,3595,0
4816,5,0
866,1946,0
3386,5394,0
3738,4522,0
5415,1532,0
4617,3143,0
2165,929,0
5038,1117,0
3559,304,0
3543,2643,0
5217,1093,0
3332,1453,0
5031,1054,0
2800,4517,0
1024,2643,0
5479,5154,0
2145,3294,0
3686,2895,0
3903,1374,0
4910,5017,0
3967,4072,0
1753,2325,0
449,611,0
496,956,0
546,2471,0
4026,4621,0
4900,1324,0
3349,3124,0
4321,5450,0
2872,1022,0
1925,4094,0
3208,2665,0
1835,3369,0
1012,2009,0
1704,3369,0
2086,5154,0
1956,446,0
4572,4274,0
714,5197,0
415,1858,0
3082,5154,0
3345,3010,0
1578,4940,0
1432,3295,0
2906,4844,0
704,3448,0
5083,649,0
2689,2094,0
4956,856,0
2411,4767,0
5435,3485,0
4034,5142,0
1807,294,0
1984,1984,0
714,5197,0
368,4214,0
535,3025,0
4532,2348,0
1423,3143,0
3723,3595,0
5124,4029,0
5223,2607,0
4589,1802,0
2480,1153,0
2702,2316,0
4798,4988,0
3734,5467,0
3020,2030,0
375,1141,0
4510,1587,0
351,2952,0
3967,2708,0
3967,4072,0
4910,5017,0
3345,5431,0
2482,1775,0
4523,3477,0
4177,1810,0
1647,34,0
5031,4558,0
4390,4428,0
260,984,0
4301,2734,0
3265,4822,0
3172,2937,0
2042,5072,0
5137,2164,0
1663,984,0
3020,2030,0
3727,1783,0
4444,3528,0
1425,4881,0
4617,320,0
4361,1629,0
3926,3407,0
4513,629,0
5415,1532,0
4361,1629,0
802,3010,0
4510,1587,0
524,320,0
2961,3595,0
325,2406,0
1740,3050,0
753,2901,0
4772,1587,0
4149,1993,0
1219,1473,0
4772,1587,0
3753,2032,0
524,2027,0
531,320,0
3191,1742,0
4288,1288,0
1641,3143,0
4390,4428,0
5105,965,0
624,5059,0
2023,786,0
3792,215,0
5446,192,0
2042,5072,0
4788,221,0
181,3448,0
2042,5072,0
1730,320,0
5393,3843,0
2986,1054,0
2986,4558,0
3376,4491,0
2986,1054,0
1968,3477,0
3946,3050,0
10,4899,0
4581,4094,0
1346,59,0
427,1486,0
4096,5340,0
1263,320,0
931,2942,0
353,5014,0
5183,2771,0
351,2952,0
5312,2585,0
5291,5120,0
2819,2097,0
4014,670,0
1890,2593,0
2183,2381,0
4458,984,0
2119,4467,0
932,1549,0
5403,5408,0
1261,2051,0
2234,1492,0
2445,131,0
5383,404,0
2188,1128,0
1454,4491,0
773,5323,0
1454,4491,0
2631,4491,0
1798,1798,0
980,3768,0
1016,4795,0
2580,4813,0
1359,374,0
1401,4236,0
827,320,0
596,4491,0
1261,2051,0
1261,2051,0
91,3367,0
1264,4171,0
3374,2051,0
5146,416,0
4785,3489,0
4758,4795,0
2927,2585,0
2478,4639,0
5339,331,0
1276,2441,0
2183,2381,0
2095,3417,0
2478,4639,0
3355,37,0
1969,1598,0
2475,5408,0
693,139,0
2765,4145,0
1777,4036,0
764,2737,0
3242,601,0
4923,3449,0
2706,3596,0
5010,3710,0
5353,4989,0
3792,215,0
1519,3367,0
5151,4309,0
2250,1928,0
733,1928,0
5276,601,0
5391,5391,0
3593,4533,0
3724,1656,0
1229,1229,0
5476,4491,0
5146,416,0
622,4988,0
4462,2780,0
5128,3189,0
2845,5162,0
2424,4794,0
187,1804,0
2404,44,0
2080,926,0
4505,1617,0
1226,3485,0
3669,1850,0
709,4911,0
1276,2441,0
863,320,0
2916,3832,0
3371,4376,0
290,3740,0
835,3571,0
4765,1017,0
835,3571,0
55,5404,0
3219,2741,0
1859,3772,0
1621,3843,0
3426,5293,0
711,3638,0
4535,2505,0
4411,5503,0
634,5051,0
3784,3485,0
4763,2003,0
2746,3481,0
30,4846,0
622,4988,0
2122,5159,0
1351,1351,0
986,3448,0
5199,5199,0
2965,274,0
4785,3489,0
1843,809,0
1351,1351,0
1196,1220,0
4528,1380,0
2624,4746,0
2192,3044,0
249,3495,0
919,3058,0
249,3495,0
2546,276,0
3451,2962,0
415,1858,0
1441,1857,0
3824,5467,0
2192,3044,0
415,1858,0
699,2532,0
2992,3485,0
5378,4866,0
4930,2004,0
1079,4068,0
4375,1598,0
2411,4767,0
2698,5364,0
3941,3489,0
415,1858,0
4035,3199,0
4010,1165,0
4411,5503,0
2404,44,0
591,3487,0
1854,5164,0
5241,5059,0
4461,2523,0
3426,5293,0
1745,846,0
1738,5345,0
4743,5096,0
764,2737,0
4727,3487,0
2477,9,0
3759,2493,0
306,3571,0
788,5255,0
4727,3487,0
4681,4200,0
2149,2335,0
3914,2010,0
4015,274,0
3312,5015,0
624,5059,0
5180,314,0
1276,2441,0
1521,3418,0
1997,2643,0
2154,190,0
1621,3843,0
4938,3101,0
3465,4844,0
2154,190,0
2827,3572,0
980,3768,0
2198,1242,0
4923,3449,0
3428,3566,0
3889,4344,0
4867,3356,0
5291,5120,0
3639,3379,0
4149,1993,0
5180,314,0
2440,1000,0
1719,4720,0
4543,5453,0
4064,2729,0
5180,314,0
5391,5391,0
767,1780,0
2584,1396,0
1188,1858,0
5101,3975,0
4865,1510,0
4956,856,0
4260,3368,0
767,1780,0
2866,59,0
2417,2195,0
1854,5164,0
3311,4899,0
4218,4250,0
1506,3969,0
713,320,0
4865,1510,0
3311,4899,0
2984,4912,0
3734,5467,0
3964,643,0
3964,643,0
552,1287,0
4744,4142,0
3556,1871,0
4362,3449,0
2453,3643,0
623,117,0
886,2097,0
3964,643,0
886,3485,0
919,3058,0
31,2840,0
481,4351,0
2412,3572,0
3377,3775,0
474,1681,0
208,5475,0
804,2244,0
5405,3076,0
1746,90,0
774,35,0
2214,220,0
2370,17,0
5403,5408,0
4149,1993,0
1673,1780,0
3824,5467,0
200,3199,0
4150,820,0
5378,4866,0
2524,4669,0
208,5475,0
2722,2816,0
4150,820,0
3847,1767,0
1754,131,0
4216,3288,0
4216,3288,0
2023,786,0
4282,2891,0
4710,4393,0
1214,416,0
2120,3378,0
2319,2493,0
2407,3026,0
2488,2899,0
2529,252,0
2417,2195,0
2396,3833,0
658,3448,0
3704,1967,0
2698,5364,0
1269,5334,0
5002,4795,0
1214,416,0
4749,1292,0
3112,1373,0
31,2840,0
4982,5293,0
3730,2148,0
989,268,0
2992,3485,0
180,4841,0
980,3768,0
2992,3485,0
974,182,0
3727,1783,0
1922,4464,0
2617,3601,0
149,4787,0
975,3864,0
866,1946,0
5494,956,0
658,3448,0
730,2037,0
3568,1823,0
4757,3254,0
2937,2937,0
4293,3679,0
3752,5467,0
3492,1301,0
1109,2771,0
1877,1877,0
4585,1891,0
2118,4001,0
8,318,0
2165,929,0
4431,3495,0
4568,5157,0
823,2257,0
1425,4881,0
4956,856,0
3349,1763,0
5494,4558,0
496,956,0
1106,4038,0
3771,4556,0
3343,3768,0
2756,2817,0
4461,2523,0
2554,2554,0
5470,560,0
510,4181,0
4429,1486,0
2827,3572,0
5137,2164,0
1859,3772,0
3606,3934,0
2685,1904,0
777,3790,0
3349,3790,0
3494,1288,0
1302,34,0
1346,59,0
4510,1587,0
1346,1369,0
2416,2708,0
2068,3360,0
5481,1288,0
679,4179,0
679,4179,0
1523,1373,0
2241,4904,0
5075,4112,0
4226,2634,0
5075,4112,0
2932,2720,0
4186,601,0
5254,540,0
2416,2708,0
237,4602,0
299,4487,0
2756,3299,0
5026,1435,0
3795,3049,0
3494,1288,0
4,4306,0
1518,1871,0
3630,59,0
3051,956,0
496,956,0
5026,1435,0
2008,2194,0
4177,1810,0
2424,4794,0
1268,3838,0
4833,361,0
2914,1499,0
591,3487,0
1915,3643,0
1925,4094,0
720,1281,0
1859,3772,0
5209,1780,0
535,3025,0
975,3864,0
2235,2094,0
2008,2194,0
2215,2079,0
947,3247,0
4158,72,0
5477,3852,0
3831,4558,0
829,3768,0
1263,2771,0
2343,2210,0
2343,2210,0
1440,4556,0
4751,3654,0
3356,3356,0
1620,3772,0
3946,3050,0
4288,1288,0
679,4179,0
3428,3566,0
492,1640,0
462,2273,0
1851,228,0
5002,4795,0
564,564,0
1740,3050,0
1398,4191,0
5330,4358,0
4321,5450,0
2495,3151,0
3252,2627,0
3532,3518,0
5421,1662,0
1620,3772,0
4696,1982,0
999,3717,0
4277,2967,0
319,3356,0
4429,1486,0
4375,1598,0
1401,4236,0
1409,1339,0
1149,1083,0
850,5021,0
2078,2098,0
1243,1292,0
3780,3047,0
4837,2674,0
1468,1772,0
3103,1536,0
4553,2244,0
2102,5264,0
4616,2745,0
4532,2348,0
5145,1801,0
3492,1301,0
3172,916,0
4835,4767,0
3484,2030,0
2317,3049,0
5038,1117,0
3249,1780,0
495,1629,0
3239,2788,0
3239,2788,0
2718,2244,0
2987,1373,0
1740,3050,0
3426,5293,0
1808,4954,0
2563,2040,0
5462,3477,0
4448,4107,0
4326,791,0
151,1448,0
5113,1092,0
1398,682,0
776,2937,0
5087,1486,0
1633,1633,0
4053,5305,0
4927,945,0
2999,2981,0
1164,5364,0
3423,750,0
5443,1120,0
1025,1145,0
3032,1916,0
1911,2543,0
1518,1871,0
5007,5007,0
2102,5264,0
3809,3407,0
2598,3798,0
5158,542,0
2243,675,0
775,1877,0
3386,5394,0
2953,1364,0
303,44,0
2708,2708,0
775,1877,0
5238,1798,0
3386,5394,0
596,4491,0
5119,1092,0
4920,3442,0
1654,2286,0
2068,3360,0
3817,4400,0
5479,5154,0
1302,34,0
407,2684,0
5104,292,0
3431,2724,0
3007,3165,0
3484,2030,0
3,1486,0
4448,4107,0
1824,2537,0
2645,3840,0
5171,4107,0
4290,2164,0
4532,2348,0
1940,687,0
3817,1755,0
2882,3993,0
3981,1802,0
436,3558,0
5273,3299,0
2118,4001,0
2645,3840,0
4645,1983,0
1462,1125,0
1528,1755,0
1382,1364,0
3552,5059,0
2078,2098,0
4,4306,0
3882,5467,0
1824,2537,0
4703,1937,0
4589,1802,0
958,1779,0
2987,1373,0
1940,687,0
1713,4195,0
1410,609,0
3817,3319,0
3172,4094,0
1321,609,0
4483,3933,0
388,2724,0
4553,2244,0
